,county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population
614,Story,Story,Story County,19169,IA,Iowa,42.0362,-93.465,98573
615,Floyd,Floyd,Floyd County,13115,GA,Georgia,34.2632,-85.2143,98541
616,Sevier,Sevier,Sevier County,47155,TN,Tennessee,35.7846,-83.5242,98455
617,Burleigh,Burleigh,Burleigh County,38015,ND,North Dakota,46.9775,-100.4687,98443
618,Bastrop,Bastrop,Bastrop County,48021,TX,Texas,30.1036,-97.312,98435
619,Putnam,Putnam,Putnam County,36079,NY,New York,41.4267,-73.7495,97942
620,Marshall,Marshall,Marshall County,1095,AL,Alabama,34.367,-86.3066,97923
621,Sherburne,Sherburne,Sherburne County,27141,MN,Minnesota,45.444,-93.7748,97820
622,Walton,Walton,Walton County,13297,GA,Georgia,33.7816,-83.7339,97752
623,Ashtabula,Ashtabula,Ashtabula County,39007,OH,Ohio,41.7072,-80.7482,97666
624,Lancaster,Lancaster,Lancaster County,45057,SC,South Carolina,34.6867,-80.7054,97611
625,Portsmouth,Portsmouth,Portsmouth City,51740,VA,Virginia,36.8453,-76.3554,97384
626,Lafourche,Lafourche,Lafourche Parish,22057,LA,Louisiana,29.5662,-90.4256,97220
627,Franklin,Franklin,Franklin County,53021,WA,Washington,46.5347,-118.899,96692
628,Roanoke,Roanoke,Roanoke County,51161,VA,Virginia,37.2693,-80.068,96653
630,Rogers,Rogers,Rogers County,40131,OK,Oklahoma,36.3715,-95.6043,95870
631,Northeastern Connecticut,Northeastern Connecticut,Northeastern Connecticut Planning Region,9150,CT,Connecticut,41.827,-71.9769,95687
632,Benton,Benton,Benton County,41003,OR,Oregon,44.4918,-123.4293,95615
633,Cape May,Cape May,Cape May County,34009,NJ,New Jersey,39.1494,-74.8005,95456
634,Geauga,Geauga,Geauga County,39055,OH,Ohio,41.4996,-81.1786,95455
635,Grand Traverse,Grand Traverse,Grand Traverse County,26055,MI,Michigan,44.6687,-85.5605,95315
636,Nash,Nash,Nash County,37127,NC,North Carolina,35.9673,-77.9864,95015
637,Suffolk,Suffolk,Suffolk City,51800,VA,Virginia,36.6953,-76.6398,94856
638,Lauderdale,Lauderdale,Lauderdale County,1077,AL,Alabama,34.9014,-87.654,94329
639,Cabell,Cabell,Cabell County,54011,WV,West Virginia,38.4203,-82.2417,93965
640,St. Croix,St. Croix,St. Croix County,55109,WI,Wisconsin,45.034,-92.4526,93752
641,Rockdale,Rockdale,Rockdale County,13247,GA,Georgia,33.6542,-84.0266,93641
642,Steuben,Steuben,Steuben County,36101,NY,New York,42.2678,-77.3838,93584
643,Pottawattamie,Pottawattamie,Pottawattamie County,19155,IA,Iowa,41.3366,-95.5423,93543
644,Liberty,Liberty,Liberty County,48291,TX,Texas,30.1516,-94.8122,93523
645,Calvert,Calvert,Calvert County,24009,MD,Maryland,38.5434,-76.5687,93244
646,Campbell,Campbell,Campbell County,21037,KY,Kentucky,38.9465,-84.3795,93122
647,Madison,Madison,Madison County,21151,KY,Kentucky,37.7202,-84.278,92955
648,Tuscarawas,Tuscarawas,Tuscarawas County,39157,OH,Ohio,40.4409,-81.4737,92840
649,Bowie,Bowie,Bowie County,48037,TX,Texas,33.4458,-94.4234,92747
650,Frederick,Frederick,Frederick County,51069,VA,Virginia,39.2046,-78.2626,92007
651,Ozaukee,Ozaukee,Ozaukee County,55089,WI,Wisconsin,43.384,-87.9509,91745
652,St. Clair,St. Clair,St. Clair County,1115,AL,Alabama,33.7157,-86.3146,91719
653,Nassau,Nassau,Nassau County,12089,FL,Florida,30.6107,-81.8019,91538
654,Northumberland,Northumberland,Northumberland County,42097,PA,Pennsylvania,40.852,-76.7095,91340
655,Wayne,Wayne,Wayne County,36117,NY,New York,43.1566,-77.0294,91324
656,Victoria,Victoria,Victoria County,48469,TX,Texas,28.7964,-96.9715,91209
657,Rockingham,Rockingham,Rockingham County,37157,NC,North Carolina,36.396,-79.775,91209
658,Mendocino,Mendocino,Mendocino County,6045,CA,California,39.4402,-123.3915,91145
659,Grafton,Grafton,Grafton County,33009,NH,New Hampshire,43.9407,-71.8208,90836
660,Twin Falls,Twin Falls,Twin Falls County,16083,ID,Idaho,42.356,-114.6672,90592
661,Christian,Christian,Christian County,29043,MO,Missouri,36.9696,-93.1889,89568
662,Dodge,Dodge,Dodge County,55027,WI,Wisconsin,43.4163,-88.7075,89032
663,Lapeer,Lapeer,Lapeer County,26087,MI,Michigan,43.0901,-83.2218,88687
664,Cullman,Cullman,Cullman County,1043,AL,Alabama,34.1319,-86.8676,88284
665,Josephine,Josephine,Josephine County,41033,OR,Oregon,42.3655,-123.5555,87994
666,Lincoln,Lincoln,Lincoln County,37109,NC,North Carolina,35.4856,-81.2235,87933
667,Burke,Burke,Burke County,37023,NC,North Carolina,35.7496,-81.7048,87799
668,Elmore,Elmore,Elmore County,1051,AL,Alabama,32.5966,-86.1492,87694
669,Polk,Polk,Polk County,41053,OR,Oregon,44.9035,-123.4132,87600
670,Bannock,Bannock,Bannock County,16005,ID,Idaho,42.6685,-112.2246,87434
671,Angelina,Angelina,Angelina County,48005,TX,Texas,31.2548,-94.6119,86608
672,Island,Island,Island County,53029,WA,Washington,48.163,-122.5481,86510
673,Muskingum,Muskingum,Muskingum County,39119,OH,Ohio,39.9654,-81.9444,86393
674,Jefferson,Jefferson,Jefferson County,55055,WI,Wisconsin,43.0208,-88.7759,85932
675,Lawrence,Lawrence,Lawrence County,42073,PA,Pennsylvania,40.9912,-80.3347,85907
676,Newport,Newport,Newport County,44005,RI,Rhode Island,41.5568,-71.2363,85442
677,Dougherty,Dougherty,Dougherty County,13095,GA,Georgia,31.5335,-84.2164,85038
678,Orange,Orange,Orange County,48361,TX,Texas,30.1213,-93.8939,84761
679,Glynn,Glynn,Glynn County,13127,GA,Georgia,31.2309,-81.5407,84566
680,Buchanan,Buchanan,Buchanan County,29021,MO,Missouri,39.6598,-94.8059,84544
681,Cascade,Cascade,Cascade County,30013,MT,Montana,47.308,-111.347,84423
682,Barrow,Barrow,Barrow County,13013,GA,Georgia,33.9932,-83.7127,84399
683,Wood,Wood,Wood County,54107,WV,West Virginia,39.2112,-81.515,84272
684,Orangeburg,Orangeburg,Orangeburg County,45075,SC,South Carolina,33.439,-80.8003,84159
685,Rockingham,Rockingham,Rockingham County,51165,VA,Virginia,38.512,-78.8757,83905
686,Crawford,Crawford,Crawford County,42039,PA,Pennsylvania,41.6847,-80.1062,83876
687,Chemung,Chemung,Chemung County,36015,NY,New York,42.1413,-76.76,83584
688,Midland,Midland,Midland County,26111,MI,Michigan,43.6468,-84.3881,83503
689,Howard,Howard,Howard County,18067,IN,Indiana,40.4836,-86.1169,83452
690,Indiana,Indiana,Indiana County,42063,PA,Pennsylvania,40.652,-79.0876,83394
691,Lee,Lee,Lee County,28081,MS,Mississippi,34.2899,-88.6804,83343
692,Coryell,Coryell,Coryell County,48099,TX,Texas,31.3909,-97.7993,82927
693,Lewis,Lewis,Lewis County,53041,WA,Washington,46.5778,-122.3927,82663
694,Henderson,Henderson,Henderson County,48213,TX,Texas,32.2119,-95.8536,82627
695,St. Landry,St. Landry,St. Landry Parish,22097,LA,Louisiana,30.5989,-92.0058,82574
696,Bullitt,Bullitt,Bullitt County,21029,KY,Kentucky,37.9701,-85.6959,82482
697,Bartholomew,Bartholomew,Bartholomew County,18005,IN,Indiana,39.206,-85.8976,82371
698,Wagoner,Wagoner,Wagoner County,40145,OK,Oklahoma,35.9611,-95.5212,82269
699,Payne,Payne,Payne County,40119,OK,Oklahoma,36.0773,-96.9756,82058
700,Leavenworth,Leavenworth,Leavenworth County,20103,KS,Kansas,39.1993,-95.038,82050
701,Monroe,Monroe,Monroe County,12087,FL,Florida,25.3192,-81.1089,82044
702,Yuba,Yuba,Yuba County,6115,CA,California,39.269,-121.3513,81705
703,Cape Girardeau,Cape Girardeau,Cape Girardeau County,29031,MO,Missouri,37.384,-89.6845,81703
704,Manitowoc,Manitowoc,Manitowoc County,55071,WI,Wisconsin,44.12,-87.8097,81242
705,Talladega,Talladega,Talladega County,1121,AL,Alabama,33.3801,-86.1659,81105
706,Caldwell,Caldwell,Caldwell County,37027,NC,North Carolina,35.953,-81.5464,80716
707,Kosciusko,Kosciusko,Kosciusko County,18085,IN,Indiana,41.2441,-85.8607,80442
708,Floyd,Floyd,Floyd County,18043,IN,Indiana,38.3187,-85.907,80191
709,Hancock,Hancock,Hancock County,18059,IN,Indiana,39.8236,-85.7732,80170
710,Putnam,Putnam,Putnam County,47141,TN,Tennessee,36.1408,-85.4952,80157
711,Umatilla,Umatilla,Umatilla County,41059,OR,Oregon,45.5919,-118.7369,79904
712,Clinton,Clinton,Clinton County,36019,NY,New York,44.7462,-73.6782,79839
713,Bulloch,Bulloch,Bulloch County,13031,GA,Georgia,32.3968,-81.7432,79829
714,Bedford,Bedford,Bedford County,51019,VA,Virginia,37.3152,-79.5242,79761
715,Clearfield,Clearfield,Clearfield County,42033,PA,Pennsylvania,41.0,-78.4742,79707
716,Natrona,Natrona,Natrona County,56025,WY,Wyoming,42.9622,-106.7986,79506
717,Clinton,Clinton,Clinton County,26037,MI,Michigan,42.9437,-84.6015,79249
718,Lynchburg,Lynchburg,Lynchburg City,51680,VA,Virginia,37.4003,-79.1909,79166
719,Chelan,Chelan,Chelan County,53007,WA,Washington,47.8692,-120.619,79076
720,James City,James City,James City County,51095,VA,Virginia,37.3289,-76.7789,78818
721,Oconee,Oconee,Oconee County,45073,SC,South Carolina,34.7535,-83.0659,78775
722,Sullivan,Sullivan,Sullivan County,36105,NY,New York,41.7164,-74.7681,78725
723,Wilson,Wilson,Wilson County,37195,NC,North Carolina,35.7051,-77.9187,78667
724,Forrest,Forrest,Forrest County,28035,MS,Mississippi,31.1889,-89.2579,77917
725,Augusta,Augusta,Augusta County,51015,VA,Virginia,38.1644,-79.1339,77433
726,Anderson,Anderson,Anderson County,47001,TN,Tennessee,36.1185,-84.1985,77337
727,Clallam,Clallam,Clallam County,53009,WA,Washington,48.0493,-123.9308,77333
728,Walker,Walker,Walker County,48471,TX,Texas,30.739,-95.5723,77182
729,White,White,White County,5145,AR,Arkansas,35.2563,-91.7456,77118
730,Jackson,Jackson,Jackson County,13157,GA,Georgia,34.1339,-83.5664,77033
731,Cattaraugus,Cattaraugus,Cattaraugus County,36009,NY,New York,42.2486,-78.6788,77000
732,Ross,Ross,Ross County,39141,OH,Ohio,39.3376,-83.057,76957
733,Cole,Cole,Cole County,29051,MO,Missouri,38.5054,-92.2816,76890
734,Chatham,Chatham,Chatham County,37037,NC,North Carolina,35.7026,-79.2554,76754
735,Walton,Walton,Walton County,12131,FL,Florida,30.6436,-86.1697,76618
736,Valencia,Valencia,Valencia County,35061,NM,New Mexico,34.7155,-106.809,76613
737,Cheshire,Cheshire,Cheshire County,33005,NH,New Hampshire,42.9193,-72.2512,76610
738,Cayuga,Cayuga,Cayuga County,36011,NY,New York,42.9175,-76.5545,76171
739,Grays Harbor,Grays Harbor,Grays Harbor County,53027,WA,Washington,47.1503,-123.7735,75672
740,Van Buren,Van Buren,Van Buren County,26159,MI,Michigan,42.2513,-86.0188,75636
741,Erie,Erie,Erie County,39043,OH,Ohio,41.3641,-82.6194,75299
742,Hancock,Hancock,Hancock County,39063,OH,Ohio,41.0019,-83.6665,75072
743,Raleigh,Raleigh,Raleigh County,54081,WV,West Virginia,37.7714,-81.2487,74303
744,Lonoke,Lonoke,Lonoke County,5085,AR,Arkansas,34.7543,-91.8888,74292
745,Wood,Wood,Wood County,55141,WI,Wisconsin,44.4553,-90.0416,74138
746,Vermilion,Vermilion,Vermilion County,17183,IL,Illinois,40.1834,-87.7328,74113
747,Tooele,Tooele,Tooele County,49045,UT,Utah,40.4487,-113.1311,74032
748,Broomfield,Broomfield,Broomfield County,8014,CO,Colorado,39.9541,-105.0527,73946
749,Somerset,Somerset,Somerset County,42111,PA,Pennsylvania,39.9725,-79.0283,73802
750,Scioto,Scioto,Scioto County,39145,OH,Ohio,38.8039,-82.9929,73716
751,Putnam,Putnam,Putnam County,12107,FL,Florida,29.6087,-81.7443,73604
753,Robertson,Robertson,Robertson County,47147,TN,Tennessee,36.5255,-86.8706,73297
754,Fauquier,Fauquier,Fauquier County,51061,VA,Virginia,38.7386,-77.8092,73290
755,Lea,Lea,Lea County,35025,NM,New Mexico,32.7921,-103.4125,73103
756,Grand Forks,Grand Forks,Grand Forks County,38035,ND,North Dakota,47.9219,-97.4569,72927
757,Christian,Christian,Christian County,21047,KY,Kentucky,36.8941,-87.4904,72766
758,Lauderdale,Lauderdale,Lauderdale County,28075,MS,Mississippi,32.4043,-88.6625,72741
759,Pottawatomie,Pottawatomie,Pottawatomie County,40125,OK,Oklahoma,35.2066,-96.9484,72734
760,Riley,Riley,Riley County,20161,KS,Kansas,39.2966,-96.7352,72105
761,Creek,Creek,Creek County,40037,OK,Oklahoma,35.9026,-96.3708,72076
762,McKinley,McKinley,McKinley County,35031,NM,New Mexico,35.5807,-108.2618,72073
763,Morgan,Morgan,Morgan County,18109,IN,Indiana,39.4816,-86.4462,71757
764,DeKalb,DeKalb,DeKalb County,1049,AL,Alabama,34.4598,-85.8041,71680
765,Lewis and Clark,Lewis and Clark,Lewis and Clark County,30049,MT,Montana,47.1224,-112.3904,71487
766,Surry,Surry,Surry County,37171,NC,North Carolina,36.4146,-80.688,71429
767,Boone,Boone,Boone County,18011,IN,Indiana,40.0508,-86.4687,71235
768,Franklin,Franklin,Franklin County,25011,MA,Massachusetts,42.5831,-72.5918,70980
769,Greene,Greene,Greene County,47059,TN,Tennessee,36.1753,-82.8458,70399
770,Portage,Portage,Portage County,55097,WI,Wisconsin,44.476,-89.5014,70281
771,York,York,York County,51199,VA,Virginia,37.2431,-76.5635,70238
772,Wise,Wise,Wise County,48497,TX,Texas,33.2159,-97.6545,70062
773,Iberia,Iberia,Iberia Parish,22045,LA,Louisiana,29.8967,-91.7308,69958
774,Columbia,Columbia,Columbia County,12023,FL,Florida,30.2242,-82.6215,69832
775,Franklin,Franklin,Franklin County,37069,NC,North Carolina,36.0828,-78.2857,69680
776,Ward,Ward,Ward County,38101,ND,North Dakota,48.2217,-101.5418,69532
777,Troup,Troup,Troup County,13285,GA,Georgia,33.0335,-85.0284,69527
778,Klamath,Klamath,Klamath County,41035,OR,Oregon,42.6864,-121.6501,69506
779,Greenwood,Greenwood,Greenwood County,45047,SC,South Carolina,34.1537,-82.1259,69309
780,Harrison,Harrison,Harrison County,48203,TX,Texas,32.5481,-94.3715,69098
781,Blue Earth,Blue Earth,Blue Earth County,27013,MN,Minnesota,44.0346,-94.067,69022
782,San Patricio,San Patricio,San Patricio County,48409,TX,Texas,28.0092,-97.5188,68942
783,Carteret,Carteret,Carteret County,37031,NC,North Carolina,34.8357,-76.6589,68353
784,Allegany,Allegany,Allegany County,24001,MD,Maryland,39.6214,-78.6976,68161
785,Shiawassee,Shiawassee,Shiawassee County,26155,MI,Michigan,42.9537,-84.1467,68124
786,Walker,Walker,Walker County,13295,GA,Georgia,34.7356,-85.301,68065
787,Catoosa,Catoosa,Catoosa County,13047,GA,Georgia,34.9036,-85.1382,68052
788,Lake,Lake,Lake County,6033,CA,California,39.1,-122.7534,68024
789,Madison,Madison,Madison County,36053,NY,New York,42.9128,-75.6696,68020
790,Oldham,Oldham,Oldham County,21185,KY,Kentucky,38.3994,-85.4483,67997
791,Otero,Otero,Otero County,35035,NM,New Mexico,32.6132,-105.7414,67850
792,Butler,Butler,Butler County,20015,KS,Kansas,37.7812,-96.839,67618
793,McCracken,McCracken,McCracken County,21145,KY,Kentucky,37.054,-88.7128,67573
794,Laurens,Laurens,Laurens County,45059,SC,South Carolina,34.4834,-82.0057,67456
795,Spalding,Spalding,Spalding County,13255,GA,Georgia,33.2609,-84.2841,67415
796,Aroostook,Aroostook,Aroostook County,23003,ME,Maine,46.6589,-68.5989,67237
797,Rice,Rice,Rice County,27131,MN,Minnesota,44.3543,-93.2967,67152
798,Jones,Jones,Jones County,28067,MS,Mississippi,31.6225,-89.1688,67152
799,Williamson,Williamson,Williamson County,17199,IL,Illinois,37.7303,-88.9299,67120
800,Jefferson,Jefferson,Jefferson County,5069,AR,Arkansas,34.2683,-91.9304,66934
801,Montcalm,Montcalm,Montcalm County,26117,MI,Michigan,43.311,-85.1525,66901
802,St. Francois,St. Francois,St. Francois County,29187,MO,Missouri,37.8103,-90.4723,66814
803,Ionia,Ionia,Ionia County,26067,MI,Michigan,42.9451,-85.0746,66663
804,Muskogee,Muskogee,Muskogee County,40101,OK,Oklahoma,35.6162,-95.3795,66606
805,Grant,Grant,Grant County,18053,IN,Indiana,40.5158,-85.6547,66560
806,Crow Wing,Crow Wing,Crow Wing County,27035,MN,Minnesota,46.4824,-94.0709,66558
807,Belmont,Belmont,Belmont County,39013,OH,Ohio,40.0158,-80.9885,66554
808,Wayne,Wayne,Wayne County,18177,IN,Indiana,39.8644,-85.0099,66522
809,Marquette,Marquette,Marquette County,26103,MI,Michigan,46.4313,-87.6416,66376
810,Chippewa,Chippewa,Chippewa County,55017,WI,Wisconsin,45.0694,-91.2799,66254
811,Wilkes,Wilkes,Wilkes County,37193,NC,North Carolina,36.2062,-81.163,66125
812,Apache,Apache,Apache County,4001,AZ,Arizona,35.3955,-109.4888,66054
813,Mason,Mason,Mason County,53045,WA,Washington,47.3483,-123.193,66053
814,Harrison,Harrison,Harrison County,54033,WV,West Virginia,39.2835,-80.3799,65862
815,Lincoln,Lincoln,Lincoln County,46083,SD,South Dakota,43.2789,-96.7218,65801
816,Kershaw,Kershaw,Kershaw County,45055,SC,South Carolina,34.3388,-80.5902,65779
817,Starr,Starr,Starr County,48427,TX,Texas,26.5621,-98.7387,65716
818,Warren,Warren,Warren County,36113,NY,New York,43.561,-73.846,65684
819,Sauk,Sauk,Sauk County,55111,WI,Wisconsin,43.4267,-89.9482,65664
820,Adams,Adams,Adams County,17001,IL,Illinois,39.9879,-91.1885,65583
821,Liberty,Liberty,Liberty County,13179,GA,Georgia,31.8282,-81.4949,65550
822,Armstrong,Armstrong,Armstrong County,42005,PA,Pennsylvania,40.8121,-79.4646,65538
823,Tehama,Tehama,Tehama County,6103,CA,California,40.1256,-122.2341,65484
824,Marion,Marion,Marion County,39101,OH,Ohio,40.5872,-83.1609,65366
825,Effingham,Effingham,Effingham County,13103,GA,Georgia,32.3674,-81.3414,65314
826,Clay,Clay,Clay County,27027,MN,Minnesota,46.8923,-96.4906,65307
827,Jefferson,Jefferson,Jefferson County,39081,OH,Ohio,40.385,-80.761,65280
828,Pulaski,Pulaski,Pulaski County,21199,KY,Kentucky,37.1039,-84.5772,65145
829,Carbon,Carbon,Carbon County,42025,PA,Pennsylvania,40.9182,-75.7089,65018
830,Walker,Walker,Walker County,1127,AL,Alabama,33.8033,-87.2973,64978
831,Isabella,Isabella,Isabella County,26073,MI,Michigan,43.6406,-84.8468,64938
832,Columbia,Columbia,Columbia County,42037,PA,Pennsylvania,41.0486,-76.4052,64924
833,Coos,Coos,Coos County,41011,OR,Oregon,43.1742,-124.0594,64908
834,Salem,Salem,Salem County,34033,NJ,New Jersey,39.5876,-75.3491,64840
835,Nacogdoches,Nacogdoches,Nacogdoches County,48347,TX,Texas,31.616,-94.6159,64768
836,San Benito,San Benito,San Benito County,6069,CA,California,36.6057,-121.075,64753
837,Chaves,Chaves,Chaves County,35005,NM,New Mexico,33.3633,-104.4669,64701
838,Rutherford,Rutherford,Rutherford County,37161,NC,North Carolina,35.4026,-81.9198,64680
839,Hamblen,Hamblen,Hamblen County,47063,TN,Tennessee,36.2171,-83.2667,64531
840,Lamar,Lamar,Lamar County,28073,MS,Mississippi,31.206,-89.5087,64425
841,Warrick,Warrick,Warrick County,18173,IN,Indiana,38.0922,-87.2721,64065
842,Belknap,Belknap,Belknap County,33001,NH,New Hampshire,43.5179,-71.4227,63914
843,Georgetown,Georgetown,Georgetown County,45043,SC,South Carolina,33.4343,-79.3327,63594
844,Lee,Lee,Lee County,37105,NC,North Carolina,35.4752,-79.1715,63560
845,Pope,Pope,Pope County,5115,AR,Arkansas,35.4479,-93.0345,63475
846,Union,Union,Union County,39159,OH,Ohio,40.2994,-83.3716,63411
847,Darlington,Darlington,Darlington County,45031,SC,South Carolina,34.3325,-79.9577,63025
848,Stanly,Stanly,Stanly County,37167,NC,North Carolina,35.3119,-80.251,62723
849,Knox,Knox,Knox County,39083,OH,Ohio,40.3988,-82.4215,62657
850,Barry,Barry,Barry County,26015,MI,Michigan,42.595,-85.309,62581
851,Hall,Hall,Hall County,31079,NE,Nebraska,40.8726,-98.5022,62575
852,Hood,Hood,Hood County,48221,TX,Texas,32.4299,-97.8323,62459
853,Garfield,Garfield,Garfield County,40047,OK,Oklahoma,36.3791,-97.7827,62456
854,Laurel,Laurel,Laurel County,21125,KY,Kentucky,37.1107,-84.1178,62442
855,Haywood,Haywood,Haywood County,37087,NC,North Carolina,35.556,-82.9822,62152
856,Walla Walla,Walla Walla,Walla Walla County,53071,WA,Washington,46.2298,-118.4784,62150
857,Livingston,Livingston,Livingston County,36051,NY,New York,42.728,-77.7755,61980
858,Reno,Reno,Reno County,20155,KS,Kansas,37.953,-98.086,61881
859,Garfield,Garfield,Garfield County,8045,CO,Colorado,39.5993,-107.904,61683
860,Pender,Pender,Pender County,37141,NC,North Carolina,34.5249,-77.9052,61592
861,Cumberland,Cumberland,Cumberland County,47035,TN,Tennessee,35.9504,-84.9984,61552
862,Columbia,Columbia,Columbia County,36021,NY,New York,42.2501,-73.6318,61469
863,Washington,Washington,Washington County,36115,NY,New York,43.3137,-73.4308,61310
864,Athens,Athens,Athens County,39009,OH,Ohio,39.3339,-82.0452,61276
865,Eddy,Eddy,Eddy County,35015,NM,New Mexico,32.4714,-104.3044,61264
866,Granville,Granville,Granville County,37077,NC,North Carolina,36.304,-78.6527,61161
867,Tipton,Tipton,Tipton County,47167,TN,Tennessee,35.4973,-89.7566,61116
868,St. Joseph,St. Joseph,St. Joseph County,26149,MI,Michigan,41.9144,-85.5278,60887
869,Crawford,Crawford,Crawford County,5033,AR,Arkansas,35.5881,-94.2428,60593
870,Rutland,Rutland,Rutland County,50021,VT,Vermont,43.5801,-73.0363,60585
871,Pittsylvania,Pittsylvania,Pittsylvania County,51143,VA,Virginia,36.8213,-79.3971,60541
872,Herkimer,Herkimer,Herkimer County,36043,NY,New York,43.4193,-74.9624,60293
873,Lincoln,Lincoln,Lincoln County,29113,MO,Missouri,39.058,-90.96,60172
874,Bradford,Bradford,Bradford County,42015,PA,Pennsylvania,41.7887,-76.5154,60159
875,Otter Tail,Otter Tail,Otter Tail County,27111,MN,Minnesota,46.4088,-95.708,60072
876,Van Zandt,Van Zandt,Van Zandt County,48467,TX,Texas,32.5637,-95.8365,60053
877,Washington,Washington,Washington County,50023,VT,Vermont,44.2736,-72.6148,59768
878,Otsego,Otsego,Otsego County,36077,NY,New York,42.6338,-75.0326,59678
879,Washington,Washington,Washington County,39167,OH,Ohio,39.4553,-81.4953,59639
880,Mercer,Mercer,Mercer County,54055,WV,West Virginia,37.4055,-81.1114,59530
881,Lyon,Lyon,Lyon County,32019,NV,Nevada,39.0206,-119.189,59435
882,Sampson,Sampson,Sampson County,37163,NC,North Carolina,34.9916,-78.3714,59317
884,Blount,Blount,Blount County,1009,AL,Alabama,33.9809,-86.5674,59077
885,Newton,Newton,Newton County,29145,MO,Missouri,36.9055,-94.3393,59019
886,Pike,Pike,Pike County,42103,PA,Pennsylvania,41.332,-75.0338,58996
887,Sandusky,Sandusky,Sandusky County,39143,OH,Ohio,41.3561,-83.1465,58885
888,Russell,Russell,Russell County,1113,AL,Alabama,32.2884,-85.1849,58849
889,Pickaway,Pickaway,Pickaway County,39129,OH,Ohio,39.6419,-83.0244,58809
890,Autauga,Autauga,Autauga County,1001,AL,Alabama,32.5349,-86.6427,58761
891,Lowndes,Lowndes,Lowndes County,28087,MS,Mississippi,33.4729,-88.4433,58547
892,Huron,Huron,Huron County,39077,OH,Ohio,41.1463,-82.598,58518
893,Box Elder,Box Elder,Box Elder County,49003,UT,Utah,41.521,-113.0821,58291
894,Oxford,Oxford,Oxford County,23017,ME,Maine,44.4999,-70.7566,58276
895,Columbia,Columbia,Columbia County,55021,WI,Wisconsin,43.4666,-89.3337,58272
896,Carson City,Carson City,Carson City,32510,NV,Nevada,39.1511,-119.7476,58249
897,Genesee,Genesee,Genesee County,36037,NY,New York,43.0009,-78.1937,58204
898,Pike,Pike,Pike County,21195,KY,Kentucky,37.4691,-82.3958,58196
899,Coffee,Coffee,Coffee County,47031,TN,Tennessee,35.4906,-86.0748,58080
900,Anderson,Anderson,Anderson County,48001,TX,Texas,31.8133,-95.6525,58077
901,Iron,Iron,Iron County,49021,UT,Utah,37.8592,-113.2895,58068
902,Jefferson,Jefferson,Jefferson County,54037,WV,West Virginia,39.3076,-77.8628,58043
903,Lawrence,Lawrence,Lawrence County,39087,OH,Ohio,38.5984,-82.5368,57994
904,Windsor,Windsor,Windsor County,50027,VT,Vermont,43.5799,-72.5862,57832
905,Maverick,Maverick,Maverick County,48323,TX,Texas,28.7426,-100.3145,57806
906,Gordon,Gordon,Gordon County,13129,GA,Georgia,34.5032,-84.8759,57785
907,Acadia,Acadia,Acadia Parish,22001,LA,Louisiana,30.2906,-92.412,57674
908,Waller,Waller,Waller County,48473,TX,Texas,30.0108,-95.9876,57463
909,Putnam,Putnam,Putnam County,54079,WV,West Virginia,38.5086,-81.909,57347
910,Scott,Scott,Scott County,21209,KY,Kentucky,38.2916,-84.5839,57286
911,Colbert,Colbert,Colbert County,1033,AL,Alabama,34.7005,-87.8049,57270
912,Vermilion,Vermilion,Vermilion Parish,22113,LA,Louisiana,29.8465,-92.3242,57202
913,Hawkins,Hawkins,Hawkins County,47073,TN,Tennessee,36.4412,-82.9447,57107
914,Chisago,Chisago,Chisago County,27025,MN,Minnesota,45.5025,-92.9083,56927
915,Hardin,Hardin,Hardin County,48199,TX,Texas,30.3324,-94.3902,56576
916,Pearl River,Pearl River,Pearl River County,28109,MS,Mississippi,30.7688,-89.5896,56351
917,Carter,Carter,Carter County,47019,TN,Tennessee,36.2928,-82.1275,56315
918,Taney,Taney,Taney County,29213,MO,Missouri,36.6548,-93.0411,56202
919,Cherokee,Cherokee,Cherokee County,45021,SC,South Carolina,35.0481,-81.6206,56200
920,Marion,Marion,Marion County,54049,WV,West Virginia,39.51,-80.2434,56194
921,Lafayette,Lafayette,Lafayette County,28071,MS,Mississippi,34.3568,-89.4849,56172
922,La Plata,La Plata,La Plata County,8067,CO,Colorado,37.2866,-107.8433,55983
923,Hancock,Hancock,Hancock County,23009,ME,Maine,44.6647,-68.3584,55851
924,Eagle,Eagle,Eagle County,8037,CO,Colorado,39.6278,-106.6953,55650
925,Whiteside,Whiteside,Whiteside County,17195,IL,Illinois,41.7562,-89.9141,55569
926,Campbell,Campbell,Campbell County,51031,VA,Virginia,37.2053,-79.0966,55518
927,Loudon,Loudon,Loudon County,47105,TN,Tennessee,35.7348,-84.3119,55507
928,Grady,Grady,Grady County,40051,OK,Oklahoma,35.0169,-97.8841,55314
929,Camden,Camden,Camden County,13039,GA,Georgia,30.9306,-81.6699,55105
930,Lenoir,Lenoir,Lenoir County,37107,NC,North Carolina,35.2388,-77.6413,55071
931,Seneca,Seneca,Seneca County,39147,OH,Ohio,41.1239,-83.1277,55062
932,Jefferson,Jefferson,Jefferson County,47089,TN,Tennessee,36.051,-83.4463,55017
933,Tuolumne,Tuolumne,Tuolumne County,6109,CA,California,38.0276,-119.9548,54993
934,Franklin,Franklin,Franklin County,51067,VA,Virginia,36.992,-79.8811,54838
935,Dickson,Dickson,Dickson County,47043,TN,Tennessee,36.149,-87.3567,54563
